timestamp,open,high,low,close,volume,ema_10,ema_20,ema_50,rsi_14,macd,macd_signal,macd_histogram
2025-04-28 20:00:00,94786.73,94808.8,94769.24,94781.72,7.2269,94813.8561909465,94817.09918210706,94714.71566088412,46.107047798106926,11.581314267794369,29.605183890791626,-18.023869622997253
2025-04-28 20:01:00,94781.73,94781.73,94682.01,94700.99,13.75579,94793.33506531986,94806.04116476352,94714.17739967298,35.625026424416816,1.4474795190326404,23.973643016439823,-22.526163497407182
2025-04-28 20:02:00,94700.99,94700.99,94652.17,94663.24,15.72781,94769.68141707988,94792.44105383368,94712.17985458775,31.96549223644985,-9.520026104859426,17.274909192179976,-26.7949352970394
2025-04-28 20:03:00,94663.25,94663.25,94622.23,94627.52,11.21881,94743.8338867017,94776.73428680187,94708.8598602902,28.936514956174552,-20.853769529800047,9.649173447783973,-30.50294297758402
2025-04-28 20:04:00,94627.51,94650.65,94627.51,94650.65,4.29518,94726.89136184684,94764.72625948743,94706.577120671,33.34125819133841,-27.65070503903553,2.189197750420072,-29.8399027894556
2025-04-28 20:05:00,94650.64,94660.83,94618.97,94628.41,3.48706,94708.98565969286,94751.74375858386,94703.51174338978,31.330389454432357,-34.434962716753944,-5.135634343014732,-29.29932837373921
2025-04-28 20:06:00,94628.41,94632.54,94594.11,94632.53,11.75138,94695.0846306578,94740.39006729017,94700.72814560978,32.14681965674596,-39.02918211990618,-11.914343898393025,-27.11483822151316
2025-04-28 20:07:00,94632.53,94660.0,94632.53,94659.99,2.09844,94688.70378872,94732.73291802444,94699.13057127217,37.48198245585905,-39.99332345149014,-17.530139809012447,-22.46318364247769
2025-04-28 20:08:00,94660.0,94666.67,94627.08,94627.09,12.92747,94677.50128168,94722.6716877364,94696.3054508301,34.02963276891574,-42.91744189131714,-22.607600225473387,-20.309841665843752
2025-04-28 20:09:00,94627.09,94635.93,94627.09,94635.92,0.73064,94669.94104864726,94714.40962223768,94693.9373939348,35.74035706255897,-44.01494275567529,-26.88906873151377,-17.125874024161522
2025-04-28 20:10:00,94635.93,94635.93,94610.0,94610.01,4.06428,94659.04449434776,94704.4668010722,94690.64612358445,33.03343212819869,-46.440107902890304,-30.79927656578908,-15.640831337101226
2025-04-28 20:11:00,94610.0,94613.01,94580.5,94613.0,7.37769,94650.67276810273,94695.75567716056,94687.60117756152,33.65787849005412,-47.572415549249854,-34.153904362481235,-13.41851118676862
2025-04-28 20:12:00,94613.01,94613.01,94575.26,94605.0,2.37017,94642.36862844769,94687.11227933576,94684.36191569635,32.777209790190035,-48.55559201806318,-37.03424189359762,-11.521350124465556
2025-04-28 20:13:00,94605.0,94619.0,94605.0,94606.34,4.02229,94635.81796872993,94679.41968130376,94681.30223272787,33.092998706861685,-48.66565230538254,-39.36052397595461,-9.30512832942793
2025-04-28 20:14:00,94606.35,94606.35,94565.21,94565.22,3.38657,94622.98197441538,94668.5435211796,94676.74998830716,28.64590849055859,-51.47751546719519,-41.78392227420272,-9.693593192992466
2025-04-28 20:15:00,94565.22,94565.22,94547.49,94547.49,7.82664,94609.2561608853,94657.0146144006,94671.68096915788,26.963409041604983,-54.508262782372185,-44.32879037583662,-10.179472406535568
2025-04-28 20:16:00,94547.49,94598.0,94547.49,94594.51,5.41969,94606.57504072432,94651.0617939815,94668.6546566419,37.4550444715911,-52.51071993492951,-45.9651762876552,-6.5455436472743145
2025-04-28 20:17:00,94594.52,94598.13,94594.52,94598.13,0.70612,94605.03957877443,94646.02067074516,94665.8889838324,38.19119005034442,-50.05850579593971,-46.7838421893121,-3.2746636066276054
2025-04-28 20:18:00,94598.13,94598.13,94578.7,94578.7,3.88538,94600.25056445182,94639.60917829326,94662.46980799586,35.758432619383015,-49.11675960957655,-47.250425673364994,-1.8663339362115536
2025-04-28 20:19:00,94578.71,94599.98,94578.7,94588.06,2.52329,94598.03409818784,94634.69973274152,94659.55177630976,37.81346975214206,-47.07252245946438,-47.21484503058488,0.1423225711204949
2025-04-28 20:20:00,94588.07,94635.93,94588.06,94616.64,13.90681,94601.4169894264,94632.9797581947,94657.86896155252,43.73227389422061,-42.65458711440442,-46.30279344734878,3.648206332944362
2025-04-28 20:21:00,94616.64,94686.47,94616.64,94674.79,8.9189,94614.75753680344,94636.96168598568,94658.53253168771,53.44194742434004,-34.068403159006266,-43.85591538968029,9.787512230674018
2025-04-28 20:22:00,94674.78,94695.66,94671.39,94695.65,2.80362,94629.4652573846,94642.55104922516,94659.98811868035,56.35173645480243,-25.289046462785336,-40.14254160430129,14.853495141515957
2025-04-28 20:23:00,94695.65,94718.41,94679.45,94714.2,9.52075,94644.87157422375,94649.37475882274,94662.11407481052,58.81665518673493,-16.64266675536055,-35.44256663451315,18.7998998791526
2025-04-28 20:24:00,94714.28,94717.28,94668.3,94668.31,2.0145,94649.13310618309,94651.17811512534,94662.35705226894,51.12487721690896,-13.339518360589864,-31.021956979728493,17.68243861913863
2025-04-28 20:25:00,94668.3,94686.07,94668.3,94686.07,0.62962,94655.84890505888,94654.50115178007,94663.28697178782,53.651120891329015,-9.182812144048512,-26.654128012592498,17.471315868543986
2025-04-28 20:26:00,94686.06,94686.07,94613.12,94613.12,1.92211,94648.08001322998,94650.56008970576,94661.31963956084,43.66703890065007,-11.640859271908994,-23.6514742644558,12.010614992546806
2025-04-28 20:27:00,94613.12,94637.0,94584.1,94637.0,7.68855,94646.06546537,94649.26865259094,94660.36592820552,47.13512790388239,-11.529063041321931,-21.226992019829027,9.697928978507091
2025-04-28 20:28:00,94637.0,94647.68,94636.99,94647.67,0.66003,94646.35719893908,94649.11639996324,94659.86804866808,48.65613415721072,-10.458919977027108,-19.073377611268644,8.614457634241536
